
188710,4.8
188711,-5.3
188712,5.2
188801,-3.0
188802,-2.2
188803,-11.7
188804,-23.6
188805,-9.8
188806,-16.0
188807,-16.7
188808,-8.9
188809,-9.4
188810,-14.7
188811,-12.6
188812,-2.4
188901,-25.9
188902,-1.7
188903,-27.5
188904,-0.5
188905,-1.9
188906,22.0
188907,1.6
188908,2.1
188909,11.1
188910,4.2
188911,23.0
188912,22.0
189001,20.8
189002,11.0
189003,14.3
189004,6.9
189005,3.6
189006,5.8
189007,-2.3
189008,-3.1
189009,9.3
189010,3.6
189011,2.6
189012,0.6
189101,15.6
189102,-3.6
189103,-9.5
189104,4.5
189105,-0.3
189106,-1.5
189107,-6.3
189108,-8.9
189109,-10.6
189110,0.6
189111,-4.7
189112,-4.5
189201,2.7
189202,-10.2
189203,11.1
189204,6.9
189205,10.0
189206,19.6
189207,7.4
189208,5.9
189209,6.3
189210,8.5
189211,-0.7
189212,3.7
189301,11.3
189302,7.7
189303,-1.4
189304,1.2
189305,-3.5
189306,10.7
189307,14.0
189308,7.8
189309,5.7
189310,7.9
189311,2.6
189312,1.6
189401,17.5
189402,10.0
189403,5.6
189404,-3.0
189405,-5.1
189406,-1.5
189407,-2.3
189408,-5.7
189409,-1.6
189410,1.8
189411,7.2
189412,0.1
189501,5.6
189502,3.0
189503,-0.3
189504,-7.1
189505,-8.2
189506,-4.7
189507,-0.4
189508,-6.3
189509,-4.0
189510,-5.6
189511,-8.6
189512,-3.5
189601,1.3
189602,4.9
189603,-6.3
189604,-8.8
189605,-42.2
189606,-30.6
189607,-20.6
189608,-22.4
189609,-19.0
189610,-19.0
189611,-11.9
189612,-14.2
189701,-12.5
189702,-7.4
189703,-16.6
189704,-17.8
189705,-16.9
189706,0.2
189707,-2.3
189708,0.8
189709,0.2
189710,1.8
189711,-8.0
189712,10.3
189801,7.0
189802,6.3
189803,19.2
189804,11.1
189805,-1.9
189806,-2.3
189807,6.1
189808,2.1
189809,3.2
189810,-0.7
189811,-2.7
189812,-0.4
189901,13.2
189902,9.1
189903,13.8
189904,4.5
189905,-7.4
189906,-10.4
189907,-5.6
189908,-10.1
189909,-1.6
189910,6.1
189911,15.8
189912,-3.0
190001,-7.3
190002,-6.5
190003,-25.3
190004,-18.7
190005,-7.4
190006,26.1
190007,10.0
190008,7.8
190009,-16.6
190010,-17.2
190011,-6.0
190012,-5.5
190101,-0.1
190102,3.0
190103,9.4
190104,4.5
190105,-0.3
190106,19.6
190107,14.6
190108,9.8
190109,-16.0
190110,-22.1
190111,-8.6
190112,-1.9
190201,17.0
190202,-2.2
190203,11.6
190204,7.8
190205,7.6
190206,2.6
190207,1.6
190208,-8.9
190209,-17.8
190210,-7.4
190211,-3.4
190212,-3.0
190301,-9.2
190302,-10.2
190303,17.6
190304,17.7
190305,7.6
190306,-0.6
190307,6.1
190308,0.1
190309,8.7
190310,4.2
190311,1.3
190312,15.9
190401,14.1
190402,16.2
190403,9.4
190404,31.7
190405,9.2
190406,-7.1
190407,-8.9
190408,0.8
190409,0.2
190410,1.2
190411,-17.2
190412,2.6
190501,-9.2
190502,-16.8
190503,-30.2
190504,-42.6
190505,-37.4
190506,-31.4
190507,-21.3
190508,-7.6
190509,-7.0
190510,-5.6
190511,-17.9
190512,-13.1
190601,-3.5
190602,-7.4
190603,-5.2
190604,-8.8
190605,1.3
190606,-3.9
190607,6.8
190608,15.5
190609,18.3
190610,9.1
190611,21.7
190612,4.7
190701,5.1
190702,1.6
190703,-0.3
190704,4.5
190705,10.0
190706,8.3
190707,-4.3
190708,-8.2
190709,0.2
190710,0.6
190711,-2.0
190712,8.8
190801,-10.6
190802,7.7
190803,0.2
190804,16.8
190805,-1.1
190806,-2.3
190807,2.2
190808,5.3
190809,17.7
190810,7.9
190811,2.6
190812,-5.5
190901,-2.5
190902,-3.2
190903,-0.3
190904,-14.5
190905,2.1
190906,22.8
190907,10.7
190908,9.8
190909,0.8
190910,4.2
190911,9.2
190912,4.7
191001,5.6
191002,15.2
191003,12.7
191004,5.3
191005,0.5
191006,22.0
191007,20.5
191008,9.8
191009,15.3
191010,10.3
191011,19.7
191012,15.9
191101,3.2
191102,1.6
191103,3.5
191104,2.0
191105,-8.2
191106,-12.0
191107,-12.8
191108,-12.1
191109,-8.8
191110,-11.7
191111,-7.3
191112,-1.4
191201,-9.7
191202,-17.3
191203,-9.0
191204,-21.1
191205,-13.0
191206,-6.3
191207,-0.4
191208,-7.6
191209,-4.0
191210,-8.0
191211,2.6
191212,-8.0
191301,-3.5
191302,-5.0
191303,1.3
191304,-6.3
191305,-8.2
191306,-3.9
191307,-1.7
191308,-7.6
191309,-9.4
191310,-9.2
191311,-11.9
191312,-7.0
191401,-5.4
191402,2.0
191403,9.4
191404,-14.5
191405,-0.3
191406,-16.8
191407,-18.0
191408,-17.2
191409,-12.4
191410,-8.6
191411,-11.9
191412,-1.4
191501,-21.6
191502,-2.2
191503,-20.4
191504,-17.8
191505,-12.2
191506,6.6
191507,14.0
191508,7.2
191509,7.5
191510,2.4
191511,-14.6
191512,9.8
191601,5.6
191602,-3.6
191603,-6.3
191604,-0.5
191605,6.8
191606,9.1
191607,25.7
191608,16.2
191609,4.5
191610,6.1
191611,9.8
191612,15.4
191701,5.1
191702,10.0
191703,18.1
191704,21.8
191705,21.8
191706,21.2
191707,28.3
191708,34.8
191709,29.7
191710,15.2
191711,21.0
191712,22.5
191801,14.6
191802,16.6
191803,-2.0
191804,16.8
191805,10.0
191806,-4.7
191807,-14.1
191808,-4.4
191809,-8.2
191810,-5.0
191811,1.3
191812,-8.0
191901,-14.9
191902,-11.2
191903,-12.8
191904,-3.0
191905,-7.4
191906,-10.4
191907,-8.9
191908,-6.9
191909,-5.8
191910,-10.5
191911,-11.3
191912,-9.1
192001,1.8
192002,-1.7
192003,-4.1
192004,0.3
192005,-2.7
192006,6.6
192007,9.4
192008,5.3
192009,5.1
192010,-4.3
192011,-0.1
192012,9.8
192101,10.8
192102,6.7
192103,8.9
192104,-7.1
192105,2.1
192106,22.0
192107,2.9
192108,-6.9
192109,5.1
192110,9.7
192111,8.5
192112,8.2
192201,8.0
192202,9.1
192203,5.6
192204,-5.5
192205,-5.1
192206,5.8
192207,2.2
192208,-1.2
192209,5.1
192210,6.1
192211,8.5
192212,11.8
192301,5.6
192302,4.4
192303,8.9
192304,8.6
192305,2.1
192306,1.0
192307,-11.5
192308,-18.5
192309,-14.8
192310,-6.2
192311,-12.6
192312,2.1
192401,-5.4
192402,1.1
192403,2.4
192404,-15.4
192405,11.5
192406,8.3
192407,7.4
192408,10.4
192409,8.1
192410,7.9
192411,11.8
192412,5.2
192501,5.6
192502,13.8
192503,14.9
192504,14.4
192505,-1.1
192506,-4.7
192507,-13.4
192508,-10.8
192509,-6.4
192510,-12.9
192511,-9.3
192512,-7.0
192601,-5.4
192602,-14.5
192603,-13.3
192604,-7.1
192605,-2.7
192606,-7.1
192607,-1.0
192608,-7.6
192609,1.4
192610,4.2
192611,1.3
192612,6.2
192701,5.1
192702,1.1
192703,18.1
192704,6.9
192705,6.0
192706,8.3
192707,6.1
192708,-5.0
192709,-0.4
192710,-4.3
192711,-8.0
192712,7.7
192801,-10.1
192802,10.5
192803,13.8
192804,11.9
192805,-2.7
192806,-7.9
192807,-0.4
192808,9.8
192809,8.1
192810,9.1
192811,2.6
192812,11.8
192901,16.0
192902,18.0
192903,5.1
192904,4.5
192905,-12.2
192906,1.0
192907,1.6
192908,0.1
192909,-0.4
192910,7.9
192911,11.1
192912,5.7
193001,12.7
193002,7.7
193003,1.8
193004,-3.8
193005,2.1
193006,-5.5
193007,-4.3
193008,-1.8
193009,-7.0
193010,3.6
193011,1.9
193012,-1.4
193101,7.0
193102,-14.9
193103,5.6
193104,8.6
193105,13.1
193106,18.8
193107,9.4
193108,0.1
193109,5.1
193110,-12.9
193111,-4.7
193112,4.7
193201,1.8
193202,-3.6
193203,-2.5
193204,-2.1
193205,2.8
193206,-4.7
193207,-5.0
193208,-6.9
193209,-8.8
193210,-4.3
193211,-4.7
193212,3.2
193301,-11.1
193302,4.9
193303,-2.0
193304,3.6
193305,6.0
193306,-3.9
193307,3.5
193308,-0.5
193309,2.0
193310,3.6
193311,7.2
193312,8.2
193401,6.5
193402,0.1
193403,0.2
193404,6.1
193405,-7.4
193406,10.7
193407,2.9
193408,-22.4
193409,-6.4
193410,4.2
193411,13.1
193412,-2.4
193501,6.5
193502,-4.6
193503,12.2
193504,2.8
193505,-6.6
193506,-2.3
193507,-0.4
193508,2.1
193509,6.3
193510,7.3
193511,3.9
193512,-4.0
193601,-2.0
193602,0.6
193603,1.8
193604,22.6
193605,4.4
193606,-1.5
193607,4.2
193608,-8.9
193609,2.6
193610,-0.1
193611,-13.9
193612,0.6
193701,9.4
193702,-5.0
193703,6.2
193704,2.0
193705,-0.3
193706,3.4
193707,-5.6
193708,3.3
193709,0.8
193710,-2.5
193711,-2.0
193712,6.7
193801,7.5
193802,3.4
193803,-3.6
193804,3.6
193805,13.1
193806,18.0
193807,18.5
193808,13.0
193809,7.5
193810,12.8
193811,1.9
193812,13.8
193901,17.0
193902,7.7
193903,11.6
193904,9.4
193905,-1.1
193906,-1.5
193907,8.1
193908,-0.5
193909,-9.4
193910,-14.7
193911,-8.0
193912,-8.6
194001,-0.1
194002,-4.1
194003,-10.6
194004,-9.6
194005,-14.5
194006,-19.3
194007,-15.4
194008,-18.5
194009,-19.6
194010,-18.4
194011,-6.7
194012,-29.4
194101,-9.7
194102,-15.4
194103,-10.6
194104,-11.2
194105,-6.6
194106,-14.4
194107,-20.6
194108,-19.1
194109,-8.2
194110,-20.2
194111,-9.3
194112,-8.6
194201,-13.0
194202,-3.6
194203,-5.8
194204,-5.5
194205,5.2
194206,8.3
194207,-1.0
194208,4.0
194209,8.7
194210,8.5
194211,-4.0
194212,13.8
194301,9.4
194302,10.5
194303,4.0
194304,13.5
194305,2.8
194306,-7.9
194307,2.9
194308,7.8
194309,5.7
194310,9.1
194311,3.9
194312,-8.6
194401,-8.2
194402,3.9
194403,5.6
194404,-5.5
194405,-1.1
194406,-3.9
194407,-8.9
194408,3.3
194409,2.6
194410,-8.6
194411,-6.7
194412,4.2
194501,5.1
194502,6.3
194503,13.2
194504,-7.1
194505,-0.3
194506,8.3
194507,3.5
194508,11.7
194509,8.7
194510,2.4
194511,-3.4
194512,6.7
194601,-2.5
194602,4.4
194603,-2.0
194604,-9.6
194605,-11.4
194606,-9.6
194607,-10.2
194608,-4.4
194609,-16.0
194610,-12.3
194611,-1.4
194612,-5.5
194701,-4.9
194702,-4.1
194703,11.6
194704,-4.6
194705,-13.7
194706,2.6
194707,9.4
194708,7.2
194709,11.7
194710,-1.9
194711,9.2
194712,5.2
194801,-3.0
194802,-2.7
194803,-4.1
194804,2.8
194805,3.6
194806,-4.7
194807,0.9
194808,-4.4
194809,-7.6
194810,6.1
194811,4.6
194812,-5.5
194901,-7.3
194902,2.0
194903,5.6
194904,1.2
194905,-5.8
194906,-12.0
194907,-1.7
194908,-4.4
194909,2.0
194910,5.4
194911,-6.0
194912,7.7
195001,5.1
195002,17.6
195003,17.6
195004,16.8
195005,7.6
195006,26.9
195007,21.1
195008,12.3
195009,6.9
195010,17.1
195011,12.5
195012,23.0
195101,16.5
195102,9.6
195103,-1.4
195104,-1.3
195105,-6.6
195106,5.0
195107,-8.2
195108,-0.5
195109,-7.0
195110,-8.0
195111,-3.4
195112,-3.0
195201,-9.2
195202,-7.9
195203,0.2
195204,-8.8
195205,6.0
195206,7.4
195207,3.5
195208,-3.7
195209,-3.4
195210,1.8
195211,-0.7
195212,-12.6
195301,2.2
195302,-6.0
195303,-5.8
195304,-0.5
195305,-31.9
195306,-2.3
195307,-1.0
195308,-17.2
195309,-13.0
195310,-0.1
195311,-2.0
195312,-4.0
195401,6.0
195402,-3.6
195403,-0.9
195404,6.9
195405,4.4
195406,-1.5
195407,4.2
195408,10.4
195409,4.5
195410,1.8
195411,3.9
195412,12.8
195501,-5.4
195502,15.2
195503,2.9
195504,-3.0
195505,13.1
195506,16.4
195507,19.2
195508,14.9
195509,14.1
195510,15.2
195511,15.1
195512,9.3
195601,11.3
195602,12.4
195603,9.4
195604,11.1
195605,17.9
195606,12.3
195607,12.6
195608,11.0
195609,0.2
195610,18.3
195611,1.9
195612,10.3
195701,5.6
195702,-2.2
195703,-0.9
195704,1.2
195705,-12.2
195706,-2.3
195707,0.9
195708,-9.5
195709,-10.6
195710,-1.3
195711,-11.9
195712,-3.5
195801,-16.8
195802,-6.9
195803,-1.4
195804,1.2
195805,-8.2
195806,0.2
195807,2.2
195808,7.8
195809,-3.4
195810,-1.9
195811,-4.7
195812,-6.5
195901,-8.7
195902,-14.0
195903,8.4
195904,3.6
195905,2.8
195906,-6.3
195907,-5.0
195908,-5.0
195909,0.2
195910,4.2
195911,11.1
195912,8.2
196001,0.3
196002,-2.2
196003,5.6
196004,7.8
196005,5.2
196006,-2.3
196007,4.8
196008,6.6
196009,6.9
196010,-0.7
196011,7.2
196012,6.7
196101,-2.5
196102,6.3
196103,-20.9
196104,9.4
196105,1.3
196106,-3.1
196107,2.2
196108,0.1
196109,0.8
196110,-5.0
196111,7.2
196112,13.8
196201,17.0
196202,5.3
196203,-1.4
196204,1.2
196205,12.3
196206,5.0
196207,-0.4
196208,4.6
196209,5.1
196210,10.3
196211,5.2
196212,0.6
196301,9.4
196302,3.0
196303,7.3
196304,6.1
196305,2.8
196306,-9.6
196307,-1.0
196308,-2.4
196309,-5.2
196310,-12.9
196311,-9.3
196312,-11.6
196401,-4.0
196402,-0.3
196403,8.4
196404,13.5
196405,2.8
196406,7.4
196407,6.8
196408,14.3
196409,14.1
196410,12.8
196411,2.6
196412,-3.0
196501,-4.0
196502,1.6
196503,2.9
196504,-12.9
196505,-0.3
196506,-12.8
196507,-22.6
196508,-11.4
196509,-14.2
196510,-11.1
196511,-17.9
196512,1.6
196601,-12.0
196602,-4.1
196603,-13.9
196604,-7.1
196605,-9.0
196606,1.0
196607,-1.0
196608,4.0
196609,-2.2
196610,-2.5
196611,-0.1
196612,-4.0
196701,14.6
196702,12.9
196703,7.8
196704,-3.0
196705,-3.5
196706,6.6
196707,1.6
196708,5.9
196709,5.1
196710,-0.1
196711,-4.0
196712,-5.5
196801,4.1
196802,9.6
196803,-3.0
196804,-3.0
196805,14.7
196806,12.3
196807,7.4
196808,0.1
196809,-2.8
196810,-1.9
196811,-3.4
196812,2.1
196901,-13.5
196902,-6.9
196903,1.8
196904,-8.8
196905,-6.6
196906,-0.6
196907,-6.9
196908,-4.4
196909,-10.6
196910,-11.7
196911,-0.1
196912,3.7
197001,-10.1
197002,-10.7
197003,1.8
197004,-4.6
197005,2.1
197006,9.9
197007,-5.6
197008,4.0
197009,12.9
197010,10.3
197011,19.7
197012,17.4
197101,2.7
197102,15.7
197103,19.2
197104,22.6
197105,9.2
197106,2.6
197107,1.6
197108,14.9
197109,15.9
197110,17.7
197111,7.2
197112,2.1
197201,3.7
197202,8.2
197203,2.4
197204,-5.5
197205,-16.1
197206,-12.0
197207,-18.6
197208,-8.9
197209,-14.8
197210,-11.1
197211,-3.4
197212,-12.1
197301,-3.0
197302,-13.5
197303,0.8
197304,-2.1
197305,2.8
197306,12.3
197307,6.1
197308,12.3
197309,13.5
197310,9.7
197311,31.6
197312,16.9
197401,20.8
197402,16.2
197403,20.3
197404,11.1
197405,10.7
197406,2.6
197407,12.0
197408,6.6
197409,12.3
197410,8.5
197411,-1.4
197412,-0.9
197501,-4.9
197502,5.3
197503,11.6
197504,14.4
197505,6.0
197506,15.5
197507,21.1
197508,20.7
197509,22.5
197510,17.7
197511,13.8
197512,19.5
197601,11.8
197602,12.9
197603,13.2
197604,1.2
197605,2.1
197606,0.2
197607,-12.8
197608,-12.1
197609,-13.0
197610,3.0
197611,9.8
197612,-3.0
197701,-4.0
197702,7.7
197703,-9.5
197704,-9.6
197705,-11.4
197706,-17.7
197707,-14.7
197708,-12.1
197709,-9.4
197710,-12.9
197711,-14.6
197712,-10.6
197801,-3.0
197802,-24.4
197803,-5.8
197804,-7.9
197805,16.3
197806,5.8
197807,6.1
197808,1.4
197809,0.8
197810,-6.2
197811,-2.0
197812,-0.9
197901,-4.0
197902,6.7
197903,-3.0
197904,-5.5
197905,3.6
197906,5.8
197907,-8.2
197908,-5.0
197909,1.4
197910,-2.5
197911,-4.7
197912,-7.5
198001,3.2
198002,1.1
198003,-8.5
198004,-12.9
198005,-3.5
198006,-4.7
198007,-1.7
198008,1.4
198009,-5.2
198010,-1.9
198011,-3.4
198012,-0.9
198101,2.7
198102,-3.2
198103,-16.6
198104,-5.5
198105,7.6
198106,11.5
198107,9.4
198108,5.9
198109,7.5
198110,-5.0
198111,2.6
198112,4.7
198201,9.4
198202,0.6
198203,2.4
198204,-3.8
198205,-8.2
198206,-20.1
198207,-19.3
198208,-23.6
198209,-21.4
198210,-20.2
198211,-31.1
198212,-21.3
198301,-30.6
198302,-33.3
198303,-28.0
198304,-17.0
198305,6.0
198306,-3.1
198307,-7.6
198308,0.1
198309,9.9
198310,4.2
198311,-0.7
198312,0.1
198401,1.3
198402,5.8
198403,-5.8
198404,2.0
198405,-0.3
198406,-8.7
198407,2.2
198408,2.7
198409,2.0
198410,-5.0
198411,3.9
198412,-1.4
198501,-3.5
198502,6.7
198503,-2.0
198504,14.4
198505,2.8
198506,-9.6
198507,-2.3
198508,8.5
198509,0.2
198510,-5.6
198511,-1.4
198512,2.1
198601,8.0
198602,-10.7
198603,0.8
198604,1.2
198605,-6.6
198606,10.7
198607,2.2
198608,-7.6
198609,-5.2
198610,6.1
198611,-13.9
198612,-13.6
198701,-6.3
198702,-12.6
198703,-16.6
198704,-24.4
198705,-21.6
198706,-20.1
198707,-18.6
198708,-14.0
198709,-11.2
198710,-5.6
198711,-1.4
198712,-4.5
198801,-1.1
198802,-5.0
198803,2.4
198804,-1.3
198805,10.0
198806,-3.9
198807,11.3
198808,14.9
198809,20.1
198810,14.6
198811,21.0
198812,10.8
198901,13.2
198902,9.1
198903,6.7
198904,21.0
198905,14.7
198906,7.4
198907,9.4
198908,-6.3
198909,5.7
198910,7.3
198911,-2.0
198912,-5.0
199001,-1.1
199002,-17.3
199003,-8.5
199004,-0.5
199005,13.1
199006,1.0
199007,5.5
199008,-5.0
199009,-7.6
199010,1.8
199011,-5.3
199012,-2.4
199101,5.1
199102,0.6
199103,-10.6
199104,-12.9
199105,-19.3
199106,-5.5
199107,-1.7
199108,-7.6
199109,-16.6
199110,-12.9
199111,-7.3
199112,-16.7
199201,-25.4
199202,-9.3
199203,-24.2
199204,-18.7
199205,0.5
199206,-12.8
199207,-6.9
199208,1.4
199209,0.8
199210,-17.2
199211,-7.3
199212,-5.5
199301,-8.2
199302,-7.9
199303,-8.5
199304,-21.1
199305,-8.2
199306,-16.0
199307,-10.8
199308,-14.0
199309,-7.6
199310,-13.5
199311,0.6
199312,1.6
199401,-1.6
199402,0.6
199403,-10.6
199404,-22.8
199405,-13.0
199406,-10.4
199407,-18.0
199408,-17.2
199409,-17.2
199410,-14.1
199411,-7.3
199412,-11.6
199501,-4.0
199502,-2.7
199503,3.5
199504,-16.2
199505,-9.0
199506,-1.5
199507,4.2
199508,0.8
199509,3.2
199510,-1.3
199511,1.3
199512,-5.5
199601,8.4
199602,1.1
199603,6.2
199604,7.8
199605,1.3
199606,13.9
199607,6.8
199608,4.6
199609,6.9
199610,4.2
199611,-0.1
199612,7.2
199701,4.1
199702,13.3
199703,-8.5
199704,-16.2
199705,-22.4
199706,-24.1
199707,-9.5
199708,-19.8
199709,-14.8
199710,-17.8
199711,-15.2
199712,-9.1
199801,-23.5
199802,-19.2
199803,-28.5
199804,-24.4
199805,0.5
199806,9.9
199807,14.6
199808,9.8
199809,11.1
199810,10.9
199811,12.5
199812,13.3
199901,15.6
199902,8.6
199903,8.9
199904,18.5
199905,1.3
199906,1.0
199907,4.8
199908,2.1
199909,-0.4
199910,9.1
199911,13.1
199912,12.8
200001,5.1                                                                      
200002,12.9                                                                     
200003,9.4                                                                      
200004,16.8                                                                     
200005,3.6                                                                      
200006,-5.5                                                                     
200007,-3.7                                                                     
200008,5.3                                                                      
200009,9.9                                                                      
200010,9.7                                                                      
200011,22.4                                                                     
200012,7.7                                                                      
200101,8.4                                                                      
200102,11.9                                                                     
200103,6.7                                                                      
200104,0.3                                                                      
200105,-9.0                                                                     
200106,1.8                                                                      
200107,-3.7                                                                     
200108,-8.2                                                                     
200109,1.4                                                                      
200110,-1.9                                                                     
200111,7.2                                                                      
200112,-9.1                                                                     
200201,2.7                                                                      
200202,7.7                                                                      
200203,-5.2                                                                     
200204,-3.8                                                                     
200205,-14.5                                                                    
200206,-6.3                                                                     
200207,-7.6                                                                     
200208,-14.6                                                                    
200209,-8.2                                                                     
200210,-7.4                                                                     
200211,-6.0                                                                     
200212,-10.6                                                                    
200301,-2.0                                                                     
200302,-7.4                                                                     
200303,-6.8                                                                     
200304,-5.5                                                                     
200305,-7.4                                                                     
200306,-12.0                                                                    
200307,2.9                                                                      
200308,-1.8                                                                     
200309,-2.2                                                                     
200310,-1.9                                                                     
200311,-3.4                                                                     
200312,9.3                                                                      
200401,-11.6                                                                    
200402,9.1                                                                      
200403,0.2                                                                      
200404,-15.4                                                                    
200405,13.1                                                                     
200406,-15.2                                                                    
200407,-6.9                                                                     
200408,-7.6                                                                     
200409,-2.8                                                                     
200410,-3.7                                                                     
200411,-8.6                                                                     
200412,-8.0                                                                     
200501,1.8                                                                      
200502,-28.6                                                                    
200503,0.2                                                                      
200504,-11.2                                                                    
200505,-14.5                                                                    
200506,2.6                                                                      
200507,0.9                                                                      
200508,-6.9                                                                     
200509,3.9                                                                      
200510,10.9                                                                     
200511,-2.0                                                                     
200512,0.1                                                                      
200601,12.7                                                                     
200602,0.1                                                                      
200603,13.8                                                                     
200604,14.4                                                                     
200605,-9.8                                                                     
200606,-6.3                                                                     
200607,-7.6                                                                     
200608,-15.9                                                                    
200609,-5.8                                                                     
200610,-16.0                                                                    
200611,-1.4                                                                     
200612,-3.5                                                                     
200701,-7.8                                                                     
200702,-2.7                                                                     
200703,-1.4                                                                     
200704,-3.0                                                                     
200705,-2.7                                                                     
200706,5.0                                                                      
200707,-5.0                                                                     
200708,2.7                                                                      
200709,1.4                                                                      
200710,5.4                                                                      
200711,9.2                                                                      
200712,14.4                                                                     
200801,14.1                                                                     
200802,21.3                                                                     
200803,12.2                                                                     
200804,4.5                                                                      
200805,-3.5                                                                     
200806,4.2                                                                      
200807,2.2                                                                      
200808,9.1                                                                      
200809,13.5                                                                     
200810,13.4                                                                     
200811,17.1                                                                     
200812,13.3                                                                     
200901,9.4                                                                      
200902,14.8                                                                     
200903,0.2                                                                      
200904,8.6                                                                      
200905,-7.4                                                                     
200906,-2.3                                                                     
200907,1.6                                                                      
200908,-5.0                                                                     
200909,3.9                                                                      
200910,-14.7                                                                    
200911,-6.0                                                                     
200912,-7.0                                                                     
201001,-10.1                                                                    
201002,-14.5                                                                    
201003,-10.6                                                                    
201004,15.2                                                                     
201005,10.0                                                                     
201006,1.8                                                                      
201007,20.5                                                                     
201008,18.8                                                                     
201009,24.9                                                                     
201010,18.3                                                                     
201011,16.4                                                                     
201012,27.1                                                                     
201101,19.9                                                                     
201102,22.3                                                                     
201103,21.4                                                                     
201104,25.1                                                                     
201105,2.1                                                                      
201106,0.2                                                                      
201107,10.7                                                                     
201108,2.1                                                                      
201109,11.7                                                                     
201110,7.3                                                                      
201111,13.8                                                                     
201112,23.0                                                                     
201201,9.4                                                                      
201202,2.5                                                                      
201203,2.9                                                                      
201204,-7.1                                                                     
201205,-2.7                                                                     
201206,-10.4                                                                    
201207,-1.7                                                                     
201208,-5.0                                                                     
201209,2.6                                                                      
201210,2.4                                                                      
201211,3.9                                                                      
201212,-6.0                                                                     
201301,-1.1                                                                     
201302,-3.6                                                                     
201303,10.5                                                                     
201304,0.3                                                                      
201305,8.4                                                                      
201306,13.9                                                                     
201307,8.1                                                                      
201308,-0.5                                                                     
201309,3.9                                                                      
201310,-1.9                                                                     
201311,9.2                                                                      
201312,0.6                                                                      
201401,12.2                                                                     
201402,-1.3                                                                     
201403,-13.3                                                                    
201404,8.6                                                                      
201405,4.4                                                                      
201406,-1.5                                                                     
201407,-3.0                                                                     
201408,-11.4                                                                    
201409,-7.6                                                                     
201410,-8.0                                                                     
201411,-10.0                                                                    
201412,-5.5                                                                     
201501,-7.8                                                                     
201502,0.6                                                                      
201503,-11.2                                                                    
201504,-3.8                                                                     
201505,-13.7                                                                    
201506,-12.0                                                                    
201507,-14.7                                                                    
201508,-19.8                                                                    
201509,-17.8                                                                    
201510,-20.2                                                                    
201511,-5.3                                                                     
201512,-9.1                                                                     
201601,-19.7                                                                    
201602,-19.7                                                                    
201603,-4.7                                                                     
201604,-22.0                                                                    
201605,2.8                                                                      
201606,5.8                                                                      
201607,4.2                                                                      
201608,5.3                                                                      
201609,13.5                                                                     
201610,-4.3                                                                     
201611,-0.7                                                                     
201612,2.6                                                                      
201701,1.3                                                                      
201702,-2.2                                                                     
201703,5.1                                                                      
201704,-6.3                                                                     
201705,0.5                                                                      
201706,-10.4                                                                    
201707,8.1                                                                      
201708,3.3                                                                      
201709,6.9                                                                      
201710,9.1                                                                      
201711,11.8                                                                     
201712,-1.4                                                                     
201801,8.9                                                                      
201802,-6.0                                                                     
201803,10.5                                                                     
201804,4.5                                                                      
201805,2.1                                                                      
201806,-5.5                                                                     
201807,1.6                                                                      
201808,-6.9                                                                     
201809,-10.0                                                                    
201810,3.0                                                                      
201811,-0.1                                                                     
201812,9.3                                                                      
201901,-0.6                                                                     
